iter	Logloss
130	0.4322158336
131	0.4315836976
132	0.4309400577
133	0.4304826954
134	0.4298356865
135	0.4290819956
136	0.4286682279
137	0.428261252
138	0.4275883581
139	0.4269127935
140	0.4265064527
141	0.4259505696
142	0.4253894336
143	0.424883171
144	0.4243192158
145	0.4238116447
146	0.4234002599
147	0.4228086688
148	0.422279179
149	0.4219337609
150	0.4214382417
151	0.4211009743
152	0.4205413618
153	0.420046523
154	0.419650031
155	0.4193178203
156	0.4188558733
157	0.4185800738
158	0.4181647238
159	0.4176554652
160	0.4172980859
161	0.4169020506
162	0.4165589541
163	0.4160817072
164	0.4155449955
165	0.4151321829
166	0.4147661472
167	0.4144629497
168	0.4139766488
169	0.4136139762
170	0.4132527966
171	0.4127412451
172	0.4124330637
173	0.4119685506
174	0.4115715611
175	0.4112366443
176	0.4108901687
177	0.4104677204
178	0.4101311424
179	0.4097490412
180	0.4094764331
181	0.4091045779
182	0.4088785093
183	0.408432455
184	0.4080894427
185	0.4077443196
186	0.4073977647
187	0.4070565847
188	0.4066733515
189	0.4063950113
190	0.4062082797
191	0.4058647239
192	0.4055731716
193	0.4051485629
194	0.4048823388
195	0.4043897372
196	0.403950049
197	0.4036180277
198	0.4031809729
199	0.4029380409
200	0.402495283
201	0.4021994643
202	0.4018857548
203	0.4016130617
204	0.401288123
205	0.4010475195
206	0.4008438192
207	0.4005523913
208	0.4003239534
209	0.4000228453
210	0.3998128163
211	0.3995072299
212	0.3990670707
213	0.3987809082
214	0.3985496902
215	0.3983264105
216	0.3980454739
217	0.3978203464
218	0.3975391191
219	0.3972582061
220	0.3970167978
221	0.3968356226
222	0.39670769
223	0.396600621
224	0.3964273263
225	0.396216226
226	0.3958349881
227	0.3955219561
228	0.3952452801
229	0.3951027353
230	0.3948055489
231	0.3945974337
232	0.3943469473
233	0.3941371304
234	0.3939662998
235	0.3936133687
236	0.3933357532
237	0.3929855639
238	0.3928070553
239	0.3926195721
240	0.3924489372
241	0.392089774
242	0.3918869362
243	0.391660527
244	0.391388449
245	0.3912363539
246	0.3909650429
247	0.3907822562
248	0.390548941
249	0.3903571937
250	0.3901679936
251	0.3899371723
252	0.3896650547
253	0.3893883826
254	0.3892592832
255	0.3890386472
256	0.388780146
257	0.3886136833
258	0.388441052
259	0.3883163188
260	0.3881595558
261	0.3878472994
262	0.3876977454
263	0.3875227773
264	0.3873442037
265	0.3872474764
266	0.3871435088
267	0.3870180966
268	0.3868538199
269	0.3867331589
270	0.3865772803
271	0.3863282546
272	0.3861760782
273	0.3860511262
274	0.3858888697
275	0.3857551965
276	0.3855959553
277	0.3854520064
278	0.3852351653
279	0.3850295002
280	0.3848821758
281	0.3846608615
282	0.3844125712
283	0.3841605669
284	0.3839687267
285	0.3838557466
286	0.3837308002
287	0.3835484325
288	0.3834637672
289	0.3833560137
290	0.3831639584
291	0.3829801207
292	0.382728072
293	0.3825734552
294	0.3823405419
295	0.3821679562
296	0.3819655764
297	0.3818291204
298	0.3816803606
299	0.381530948
300	0.3813318858
301	0.3812200656
302	0.3810401418
303	0.3809337365
304	0.3808376647
305	0.3807155878
306	0.3805504397
307	0.3804738622
308	0.3803406327
309	0.3802423983
310	0.3800742729
311	0.3799822888
312	0.3797639211
313	0.3795540957
314	0.3793391602
315	0.3792099484
316	0.3790992747
317	0.3788726694
318	0.3787339997
319	0.3786206621
320	0.3784128764
321	0.3782809299
322	0.3781293736
323	0.3780550018
324	0.3778802311
325	0.3777656416
326	0.3775831474
327	0.3774412325
328	0.377312674
329	0.3770857591
330	0.3769130906
331	0.3768355419
332	0.3767926114
333	0.3766975019
334	0.3765252177
335	0.3764357457
336	0.3760923486
337	0.3759786416
338	0.3758192646
339	0.3757238869
340	0.3755576683
341	0.3754087483
342	0.3752368321
343	0.3750000182
344	0.3749195817
345	0.3747284225
346	0.3746410227
347	0.3744170259
348	0.3742999067
349	0.3741758748
350	0.3740484437
351	0.373931926
352	0.3738110087
353	0.3736918623
354	0.373623732
355	0.3734928948
356	0.3734011498
357	0.3732909478
358	0.3732106062
359	0.3731149127
360	0.3728886286
361	0.3727907201
362	0.3727084657
363	0.3725707782
364	0.3725096431
365	0.3723650461
366	0.3722748879
367	0.3720769257
368	0.3719297687
369	0.3717999405
370	0.3716086722
371	0.371520444
372	0.3714410134
373	0.3713649777
374	0.3712528166
375	0.3711692725
376	0.3710044243
377	0.3708975121
378	0.3708082905
379	0.3706498253
380	0.3705979323
381	0.3705097377
382	0.3704481462
383	0.3703360305
384	0.3702014442
385	0.3700705253
386	0.3699960106
387	0.3698371642
388	0.3696351772
389	0.3693437816
390	0.3692506512
391	0.3691326575
392	0.3690064714
393	0.3689202804
394	0.3688083979
395	0.3687400753
396	0.368575886
397	0.3684621061
398	0.3683551659
399	0.3682915119
400	0.3682563804
401	0.3681914804
402	0.3680813461
403	0.3679305642
404	0.3677933077
405	0.3677069146
406	0.3676164906
407	0.3673792507
408	0.3672355811
409	0.367155899
410	0.3670653839
411	0.3669073831
412	0.3668070514
413	0.3665650038
414	0.366436229
415	0.3662113516
416	0.366144312
417	0.3660028541
418	0.3658685534
419	0.3657701901
420	0.3656851688
421	0.3656559451
422	0.3654594562
423	0.3653819137
424	0.3652510825
425	0.3651712232
426	0.3650307674
427	0.3649582756
428	0.3648408159
429	0.3647041999
430	0.36460059
431	0.3644669841
432	0.3643645934
433	0.3643027914
434	0.3642561083
435	0.3640123619
436	0.3639125136
437	0.3638217504
438	0.3637478292
439	0.3635845837
440	0.3634755636
441	0.3633966146
442	0.363300475
443	0.3631660782
444	0.3630641432
445	0.3630195
446	0.3629034369
447	0.3628153712
448	0.3626494936
449	0.3624784699
450	0.3624071007
451	0.3623141249
452	0.3621067192
453	0.3620176648
454	0.3618981158
455	0.3618565039
456	0.3617602948
457	0.361666891
458	0.3615958257
459	0.3614922862
460	0.3614410131
461	0.3612576718
462	0.3611469324
463	0.3610190046
464	0.3609530251
465	0.3608347644
466	0.360703217
467	0.3605559088
468	0.360505693
469	0.3604112108
470	0.3602731345
471	0.3601919381
472	0.3600639372
473	0.3599556043
474	0.3599438038
475	0.3598433151
476	0.3596871817
477	0.3596058015
478	0.3594989997
479	0.3593791929
480	0.3592835249
481	0.3591713682
482	0.3589996358
483	0.3589097027
484	0.3588089694
485	0.3586507584
486	0.3585885449
487	0.358480718
488	0.3584114189
489	0.3581660011
490	0.3581445601
491	0.3579780726
492	0.357905314
493	0.3578249287
494	0.3576992142
495	0.3575626268
496	0.3574654077
497	0.3573317084
498	0.3572069188
499	0.3570706546
500	0.357005471
501	0.3569010477
502	0.356792501
503	0.3567276097
504	0.3566063885
505	0.3565065234
506	0.3564224432
507	0.3563080997
508	0.356143945
509	0.3560539897
510	0.3559729442
511	0.3559171352
512	0.3556980229
513	0.3556569571
514	0.3555466334
515	0.3554489625
516	0.3553080825
517	0.3552049815
518	0.3550071422
519	0.3549665537
520	0.3548356157
521	0.3547406765
522	0.354651571
523	0.3545234176
524	0.3544984287
525	0.3543386321
526	0.3541423294
527	0.3539779163
528	0.3538391776
529	0.3538100183
530	0.353731655
531	0.3535333815
532	0.3535061066
533	0.3534065062
534	0.3532844493
535	0.3531838751
536	0.3531299236
537	0.3530397277
538	0.3529494241
539	0.35290895
540	0.352826324
541	0.3526597416
542	0.3525414368
543	0.3523816449
544	0.352298964
545	0.3522184615
546	0.3521639217
547	0.3521106111
548	0.3520004938
549	0.3519586042
550	0.3518716987
551	0.3518162261
552	0.3517492679
553	0.3516243643
554	0.3515083247
555	0.3513934736
556	0.3513222994
557	0.3512006261
558	0.3511033507
559	0.3509788957
560	0.3509199859
561	0.3508189775
562	0.3507903046
563	0.3506916999
564	0.350581288
565	0.350495191
566	0.3504334107
567	0.3503812641
568	0.3503001732
569	0.3501349125
570	0.3500137081
571	0.349887487
572	0.3498394476
573	0.3497310322
574	0.3496553595
575	0.3494963974
576	0.3494403676
577	0.3492992697
578	0.3492417295
579	0.349130184
580	0.3490047925
581	0.3488817642
582	0.3488060963
583	0.3487746467
584	0.3486521112
585	0.3485249504
586	0.3483238583
587	0.3482360344
588	0.3481042806
589	0.3479244508
590	0.3478672159
591	0.3478044311
592	0.3477646195
593	0.3476268001
594	0.3474815596
595	0.3474189161
596	0.3473299476
597	0.3472612976
598	0.3471822011
599	0.3471106031
600	0.3470560186
601	0.3469572083
602	0.3468397172
603	0.3467328512
604	0.3466802682
605	0.3466025025
606	0.3464897942
607	0.3464513491
608	0.3463840616
609	0.3462566898
610	0.3461629387
611	0.3459860685
612	0.3459020329
613	0.3458502726
614	0.3457150892
615	0.345598074
616	0.345511955
617	0.345376917
618	0.3453009112
619	0.3452301801
620	0.3451426835
621	0.3450151266
622	0.3449140796
623	0.3448271807
624	0.3446788765
625	0.3445633053
626	0.3444736427
627	0.3443619215
628	0.3443308358
629	0.3442440976
630	0.3441991428
631	0.3441549033
632	0.3440345217
633	0.3439550177
634	0.343892342
635	0.343817634
636	0.3436862953
637	0.3435970824
638	0.3435475503
639	0.343410751
640	0.343322186
641	0.3432099533
642	0.3431246311
643	0.3430574323
644	0.3429912971
645	0.3429612069
646	0.3429037222
647	0.3428408738
648	0.3427487743
649	0.3426549499
650	0.3425718393
651	0.3425392199
652	0.3424732518
653	0.3423841064
654	0.3423018447
655	0.3422072216
656	0.3420766033
657	0.3419428245
658	0.3418252832
659	0.3417845642
660	0.3417399757
661	0.3416677674
662	0.3415767207
663	0.3414951714
664	0.341445464
665	0.3413514238
666	0.3411991781
667	0.3411295996
668	0.3410560512
669	0.3409739494
670	0.3408806936
671	0.3407574644
672	0.3407206803
673	0.3406082136
674	0.3404990426
675	0.3403621144
676	0.3402931698
677	0.3402309304
678	0.3401830232
679	0.3401417408
680	0.3400629497
681	0.3400100262
682	0.339938787
683	0.3398799387
684	0.3397612415
685	0.3396601623
686	0.3395949723
687	0.3395026356
688	0.339262429
689	0.3391756583
690	0.339115057
691	0.338980485
692	0.3388311648
693	0.3387826454
694	0.3387102887
695	0.3386336961
696	0.3385656797
697	0.3384402503
698	0.3383814011
699	0.3383105782
700	0.3382744483
701	0.3382422692
702	0.3381545882
703	0.3380736684
704	0.3379832298
705	0.3379331418
706	0.3379013148
707	0.3378278754
708	0.3377776584
709	0.3376782006
710	0.3376097068
711	0.3374831962
712	0.3374061297
713	0.3373349599
714	0.3372032132
715	0.3370881763
716	0.3369925953
717	0.3369299234
718	0.3368612595
719	0.3368177239
720	0.3367102069
721	0.3365524848
722	0.3364341694
723	0.3363870187
724	0.3362296557
725	0.3361317663
726	0.3360750371
727	0.3359794395
728	0.3359408055
729	0.3358336069
730	0.3357565496
731	0.3356750549
732	0.3355811325
733	0.3355250791
734	0.3353636039
735	0.3352925841
736	0.3351513025
737	0.3350154404
738	0.334908855
739	0.3348224347
740	0.3347310192
741	0.334684382
742	0.3345130025
743	0.3344416274
744	0.3343483413
745	0.3342761007
746	0.3342398606
747	0.3341604067
748	0.3341223231
749	0.3340370589
750	0.3338925285
751	0.3337943243
752	0.3337694141
753	0.3336816511
754	0.3335389643
755	0.3334297763
756	0.3333222588
757	0.3332438514
758	0.3331524478
759	0.3330791758
760	0.3329939198
761	0.3329110813
762	0.3328489146
763	0.3326728432
764	0.3326120177
765	0.3325003012
766	0.3322741678
767	0.3321368317
768	0.3320614699
769	0.331998562
770	0.3318815844
771	0.331731207
772	0.3316661585
773	0.3315248829
774	0.3313757245
775	0.3312712562
776	0.33113576
777	0.3310847308
778	0.3309496006
779	0.3308108175
780	0.3307536561
781	0.3306406072
782	0.3304297502
783	0.3303427223
784	0.3302686155
785	0.3301213431
786	0.3300230514
787	0.329850634
788	0.329729718
789	0.329679885
790	0.3296317209
791	0.3294851321
792	0.3294349855
793	0.3293110573
794	0.3291846181
795	0.3289973907
796	0.3288987797
797	0.3287886481
798	0.3286486192
799	0.328587487
800	0.3285072664
801	0.3284796169
802	0.3283349438
803	0.3282560404
804	0.3281189109
805	0.3280442337
806	0.327968006
807	0.3278901606
808	0.3277889554
809	0.3277192944
810	0.3276300849
811	0.3275157969
812	0.3274354337
813	0.3272558934
814	0.3271266013
815	0.3270594804
816	0.3269808569
817	0.3268896644
818	0.326793267
819	0.3267254038
820	0.3266256041
821	0.3264923277
822	0.3263938681
823	0.3262080096
824	0.3260674569
825	0.3259322725
826	0.3258514024
827	0.3257738221
828	0.3257011384
829	0.325652792
830	0.3255915406
831	0.3254918665
832	0.3254393352
833	0.3254099545
834	0.3252786483
835	0.325185125
836	0.3250962966
837	0.3250469108
838	0.32496254
839	0.3248207958
840	0.3247733756
841	0.3246898783
842	0.3244628904
843	0.3243882711
844	0.3242567149
845	0.3242085086
846	0.3241456035
847	0.3241047891
848	0.3238783453
849	0.3237896778
850	0.3236993601
851	0.3235877385
852	0.3234565238
853	0.3233776244
854	0.3232466869
855	0.3231364317
856	0.3230209892
857	0.3229443338
858	0.3228786379
859	0.322655935
860	0.3225754777
861	0.3224763822
862	0.3224349937
863	0.3223746615
864	0.3222567648
865	0.3221227055
866	0.3220564828
867	0.3220077969
868	0.3218289613
869	0.3217066931
870	0.3216138729
871	0.3215520681
872	0.321476232
873	0.3213928015
874	0.3212432059
875	0.3211656082
876	0.3210296017
877	0.3209421756
878	0.3207811812
879	0.3206535379
880	0.320577595
881	0.3204935276
882	0.3202880875
883	0.3201208277
884	0.3200626525
885	0.3200012747
886	0.3199522525
887	0.3198747195
888	0.3197480557
889	0.3196623599
890	0.3196003353
891	0.3194596092
892	0.3193732333
893	0.319305633
894	0.3192640483
895	0.3190910658
896	0.3189585203
897	0.31884475
898	0.3187529445
899	0.3186958934
900	0.3184338047
901	0.3182825399
902	0.3182060944
903	0.3181449547
904	0.318014433
905	0.3178887625
906	0.3177996432
907	0.3177085694
908	0.3176526982
909	0.3175553239
910	0.3174674129
911	0.3173746534
912	0.3172499102
913	0.317195222
914	0.3170933278
915	0.3170284802
916	0.3168327885
917	0.3167474095
918	0.3166798108
919	0.3165492482
920	0.3164993447
921	0.3164322934
922	0.3163733114
923	0.3161912819
924	0.3160665235
925	0.315906052
926	0.3157968338
927	0.3156995223
928	0.315519909
929	0.3154501847
930	0.3152601866
931	0.3151090476
932	0.3150355608
933	0.3149310766
934	0.314845768
935	0.3146405723
936	0.3145876814
937	0.3144645921
938	0.3142823267
939	0.3142410768
940	0.314182121
941	0.3141160084
942	0.3140189465
943	0.3138654562
944	0.3137918117
945	0.3136732849
946	0.3135206422
947	0.3134503925
948	0.3133341259
949	0.3133045874
950	0.3131874062
951	0.3131439786
952	0.3130311226
953	0.3130197304
954	0.3129314886
955	0.3128836042
956	0.3127652995
957	0.3126828413
958	0.3124815881
959	0.3123754062
960	0.3123388201
961	0.3122824237
962	0.3122038198
963	0.3120484037
964	0.3119868084
965	0.3119495005
966	0.3118588973
967	0.3117876023
968	0.3117521834
969	0.3116532064
970	0.3116002328
971	0.3113367047
972	0.3112743164
973	0.3111507797
974	0.3110095411
975	0.3109547626
976	0.3108894576
977	0.3108481785
978	0.3107474314
979	0.3106373311
980	0.3105869796
981	0.31052906
982	0.3103080451
983	0.3101674923
984	0.3100116036
985	0.3099147805
986	0.3097246641
987	0.3096668035
988	0.3095150166
989	0.3093204887
990	0.3092517604
991	0.3091588166
992	0.3089740684
993	0.3089202338
994	0.3088191472
995	0.308732634
996	0.3086426911
997	0.3085466438
998	0.3084491301
999	0.3083692184
