iter	Passed	Remaining
360	1018	1803
361	1021	1800
362	1024	1797
363	1027	1794
364	1029	1791
365	1032	1788
366	1035	1785
367	1037	1782
368	1040	1779
369	1043	1776
370	1045	1773
371	1048	1769
372	1051	1767
373	1053	1763
374	1056	1760
375	1059	1758
376	1061	1754
377	1064	1752
378	1067	1749
379	1070	1746
380	1072	1743
381	1075	1740
382	1078	1736
383	1080	1733
384	1083	1730
385	1086	1727
386	1088	1724
387	1091	1721
388	1093	1718
389	1096	1715
390	1099	1711
391	1101	1708
392	1104	1705
393	1106	1702
394	1109	1699
395	1112	1696
396	1115	1693
397	1117	1690
398	1120	1687
399	1123	1684
400	1125	1681
401	1128	1678
402	1131	1675
403	1133	1672
404	1136	1669
405	1138	1666
406	1141	1663
407	1144	1660
408	1147	1657
409	1149	1654
410	1152	1651
411	1155	1649
412	1158	1646
413	1160	1643
414	1163	1640
415	1166	1637
416	1169	1634
417	1171	1631
418	1174	1628
419	1177	1625
420	1180	1622
421	1182	1619
422	1185	1616
423	1188	1613
424	1190	1611
425	1193	1607
426	1195	1604
427	1198	1601
428	1200	1598
429	1203	1595
430	1206	1592
431	1208	1589
432	1211	1586
433	1213	1583
434	1216	1579
435	1219	1576
436	1221	1573
437	1224	1570
438	1226	1567
439	1229	1564
440	1231	1561
441	1234	1558
442	1237	1555
443	1239	1552
444	1242	1549
445	1244	1546
446	1247	1543
447	1249	1540
448	1252	1537
449	1255	1534
450	1257	1531
451	1260	1528
452	1263	1525
453	1265	1522
454	1268	1519
455	1271	1516
456	1273	1513
457	1276	1510
458	1279	1507
459	1281	1504
460	1284	1501
461	1287	1498
462	1289	1495
463	1292	1492
464	1294	1489
465	1297	1486
466	1300	1483
467	1302	1481
468	1305	1478
469	1308	1475
470	1310	1472
471	1313	1469
472	1315	1465
473	1318	1462
474	1319	1458
475	1322	1456
476	1325	1452
477	1327	1449
478	1329	1446
479	1332	1443
480	1335	1440
481	1337	1437
482	1340	1434
483	1343	1432
484	1346	1429
485	1348	1426
486	1351	1423
487	1354	1420
488	1356	1417
489	1359	1415
490	1362	1412
491	1364	1409
492	1367	1406
493	1370	1403
494	1372	1400
495	1375	1397
496	1377	1394
497	1380	1391
498	1383	1388
499	1385	1385
500	1388	1382
501	1391	1379
502	1393	1377
503	1396	1374
504	1399	1371
505	1401	1368
506	1404	1365
507	1406	1362
508	1409	1359
509	1412	1356
510	1414	1353
511	1417	1350
512	1419	1347
513	1422	1345
514	1425	1342
515	1427	1339
516	1430	1336
517	1433	1333
518	1435	1330
519	1438	1327
520	1440	1324
521	1443	1321
522	1445	1318
523	1448	1315
524	1450	1312
525	1453	1309
526	1455	1306
527	1458	1303
528	1460	1300
529	1463	1297
530	1465	1294
531	1468	1291
532	1471	1288
533	1473	1286
534	1476	1283
535	1479	1280
536	1481	1277
537	1484	1274
538	1486	1271
539	1489	1268
540	1491	1265
541	1494	1262
542	1496	1259
543	1499	1256
544	1501	1253
545	1504	1250
546	1506	1247
547	1509	1244
548	1511	1242
549	1514	1239
550	1517	1236
551	1519	1233
552	1522	1230
553	1524	1227
554	1527	1224
555	1530	1221
556	1532	1219
557	1535	1216
558	1538	1213
559	1540	1210
560	1543	1207
561	1545	1204
562	1548	1201
563	1551	1199
564	1553	1196
565	1556	1193
566	1559	1190
567	1562	1188
568	1565	1185
569	1567	1182
570	1570	1179
571	1573	1177
572	1575	1174
573	1578	1171
574	1581	1168
575	1584	1166
576	1586	1163
577	1589	1160
578	1591	1157
579	1594	1154
580	1597	1151
581	1600	1149
582	1602	1146
583	1605	1143
584	1607	1140
585	1610	1137
586	1612	1134
587	1615	1131
588	1617	1128
589	1620	1126
590	1623	1123
591	1625	1120
592	1628	1117
593	1631	1114
594	1633	1112
595	1636	1109
596	1639	1106
597	1642	1103
598	1644	1101
599	1647	1098
600	1650	1095
601	1652	1092
602	1655	1089
603	1657	1086
604	1660	1083
605	1662	1080
606	1665	1078
607	1668	1075
608	1670	1072
609	1673	1070
610	1676	1067
611	1679	1064
612	1682	1061
613	1684	1059
614	1687	1056
615	1690	1053
616	1693	1051
617	1695	1048
618	1698	1045
619	1701	1042
620	1703	1039
621	1706	1036
622	1708	1034
623	1711	1031
624	1714	1028
625	1716	1025
626	1719	1022
627	1721	1020
628	1724	1017
629	1727	1014
630	1729	1011
631	1732	1008
632	1735	1005
633	1737	1003
634	1740	1000
635	1742	997
636	1745	994
637	1748	991
638	1750	989
639	1753	986
640	1756	983
641	1758	980
642	1761	977
643	1764	975
644	1766	972
645	1769	969
646	1772	966
647	1774	964
648	1777	961
649	1780	958
650	1782	955
651	1785	952
652	1788	950
653	1790	947
654	1793	944
655	1795	941
656	1798	938
657	1800	936
658	1803	933
659	1806	930
660	1808	927
661	1811	924
662	1814	922
663	1816	919
664	1819	916
665	1821	913
666	1824	910
667	1826	907
668	1829	905
669	1832	902
670	1834	899
671	1837	896
672	1840	894
673	1842	891
674	1845	888
675	1848	885
676	1850	882
677	1853	880
678	1856	877
679	1858	874
680	1861	871
681	1864	869
682	1867	866
683	1870	863
684	1872	861
685	1875	858
686	1878	855
687	1881	853
688	1884	850
689	1886	847
690	1890	845
691	1893	842
692	1896	840
693	1899	837
694	1902	834
695	1905	832
696	1907	829
697	1910	826
698	1913	823
699	1916	821
700	1919	818
701	1921	815
702	1924	813
703	1928	810
704	1931	808
705	1934	805
706	1937	802
707	1939	800
708	1942	797
709	1946	794
710	1948	792
711	1951	789
712	1954	786
713	1957	784
714	1960	781
715	1963	778
716	1965	775
717	1968	773
718	1971	770
719	1974	767
720	1977	765
721	1980	762
722	1983	759
723	1986	757
724	1989	754
725	1991	751
726	1994	749
727	1997	746
728	2000	743
729	2003	740
730	2006	738
731	2008	735
732	2011	732
733	2014	730
734	2017	727
735	2020	724
736	2023	722
737	2026	719
738	2029	716
739	2031	713
740	2034	711
741	2037	708
742	2040	705
743	2043	703
744	2045	700
745	2048	697
746	2051	694
747	2054	692
748	2057	689
749	2059	686
750	2062	683
751	2064	680
752	2066	677
753	2069	675
754	2071	672
755	2074	669
756	2077	666
757	2079	664
758	2082	661
759	2085	658
760	2087	655
761	2090	652
762	2093	650
763	2096	647
764	2098	644
765	2101	642
766	2104	639
767	2107	636
768	2110	633
769	2112	631
770	2115	628
771	2118	625
772	2121	622
773	2123	620
774	2126	617
775	2129	614
776	2132	612
777	2135	609
778	2138	606
779	2142	604
780	2145	601
781	2148	598
782	2151	596
783	2154	593
784	2157	590
785	2160	588
786	2163	585
787	2166	582
788	2169	580
789	2172	577
790	2175	574
791	2178	572
792	2182	569
793	2185	566
794	2188	564
795	2190	561
796	2193	558
797	2196	555
798	2199	553
799	2202	550
800	2205	547
801	2207	545
802	2211	542
803	2214	539
804	2217	537
805	2220	534
806	2223	531
807	2226	529
808	2229	526
809	2232	523
810	2235	520
811	2238	518
812	2242	515
813	2245	513
814	2248	510
815	2251	507
816	2254	504
817	2257	502
818	2260	499
819	2263	496
820	2266	494
821	2269	491
822	2273	488
823	2276	486
824	2279	483
825	2282	480
826	2285	478
827	2288	475
828	2291	472
829	2294	469
830	2297	467
831	2300	464
832	2304	461
833	2307	459
834	2310	456
835	2313	453
836	2316	451
837	2319	448
838	2322	445
839	2324	442
840	2327	440
841	2331	437
842	2334	434
843	2337	432
844	2340	429
845	2342	426
846	2345	423
847	2348	420
848	2351	418
849	2354	415
850	2357	412
851	2360	410
852	2363	407
853	2366	404
854	2368	401
855	2371	398
856	2374	396
857	2377	393
858	2380	390
859	2382	387
860	2385	385
861	2387	382
862	2390	379
863	2393	376
864	2395	373
865	2398	371
866	2401	368
867	2403	365
868	2406	362
869	2409	360
870	2412	357
871	2414	354
872	2417	351
873	2420	348
874	2423	346
875	2426	343
876	2428	340
877	2431	337
878	2434	335
879	2437	332
880	2439	329
881	2442	326
882	2445	324
883	2448	321
884	2451	318
885	2454	315
886	2456	312
887	2459	310
888	2462	307
889	2465	304
890	2468	301
891	2471	299
892	2474	296
893	2477	293
894	2479	290
895	2482	288
896	2485	285
897	2488	282
898	2491	279
899	2493	277
900	2496	274
901	2499	271
902	2502	268
903	2504	265
904	2507	263
905	2510	260
906	2513	257
907	2516	254
908	2519	252
909	2521	249
910	2524	246
911	2527	243
912	2530	241
913	2533	238
914	2536	235
915	2539	232
916	2542	230
917	2544	227
918	2547	224
919	2550	221
920	2553	219
921	2556	216
922	2559	213
923	2562	210
924	2565	207
925	2568	205
926	2571	202
927	2573	199
928	2576	196
929	2579	194
930	2582	191
931	2585	188
932	2588	185
933	2590	183
934	2593	180
935	2596	177
936	2598	174
937	2601	171
938	2605	169
939	2608	166
940	2610	163
941	2613	160
942	2616	158
943	2619	155
944	2622	152
945	2625	149
946	2627	147
947	2630	144
948	2633	141
949	2636	138
950	2638	135
951	2641	133
952	2644	130
953	2647	127
954	2649	124
955	2652	122
956	2655	119
957	2658	116
958	2660	113
959	2663	110
960	2666	108
961	2668	105
962	2671	102
963	2674	99
964	2677	97
965	2679	94
966	2682	91
967	2685	88
968	2687	85
969	2690	83
970	2693	80
971	2695	77
972	2698	74
973	2701	72
974	2703	69
975	2706	66
976	2709	63
977	2712	61
978	2715	58
979	2717	55
980	2720	52
981	2722	49
982	2725	47
983	2727	44
984	2730	41
985	2732	38
986	2735	36
987	2738	33
988	2740	30
989	2743	27
990	2746	24
991	2748	22
992	2751	19
993	2754	16
994	2756	13
995	2759	11
996	2762	8
997	2764	5
998	2767	2
999	2769	0
